,transaction_id,user_id,client_id,size,product_id,date,size_1_id,size_2_id,size_3_id,confidence_1,confidence_2,confidence_3,is_outlier,prediction_model,height,weight,waist,age,bra_band,bra_cup,user_action
877,321715622,9a2d3880-30ed-11ec-9a09-6b567a48bcf9,spacesuit & co.,M,1273,2021-10-19,M,L,S,0.34,0.38,0.52,False,space_underwear,5’ 7”,185.0,33.0,56.0,,,got_recommendation
878,486192775,23ca6080-1754-11ec-a422-4d9395e7f39a,spacesuit & co.,XL,6039,2021-09-17,M,L,S,0.22,0.3,0.59,False,space_suit,187.96,92.0,35.0,20.0,,,got_recommendation
879,450180315,1029a8a0-3401-11ec-9055-8be62ed2be3b,spacesuit & co.,2XL,4838,2021-10-23,2XL,XL,L,0.71,0.76,1.03,False,space_suit,5’ 0”,155.0,,47.0,38.0,D,close_application
880,638478016,97c5c4a0-3920-11ec-9f76-03d0aa4cc1f5,spacesuit & co.,XS,9524,2021-10-30,XS,2XS,S,0.16,0.28,0.44,False,space_helmet,5’ 3”,105.0,,51.0,34.0,C,close_application
881,225802692,871e79b0-2685-11ec-9668-0d96c19f93cd,spacesuit & co.,2XS,4466,2021-10-06,2XS,XS,S,0.05,0.29,0.61,False,space_socks,162.56,45.0,,32.0,80.0,A,close_application
882,860260652,9655ed30-3cdf-11ec-8d98-afed92241032,spacesuit & co.,L,5463,2021-11-03,M,S,L,0.21,0.3,0.53,False,space_suit,175,80.0,33.0,39.0,,,close_application
883,785524225,10473e50-211f-11ec-8cf4-d7ca8300992a,spacesuit & co.,S,5928,2021-09-29,S,XS,M,0.11,0.24,0.46,False,space_suit,5’ 4”,117.0,,39.0,32.0,C,got_recommendation
884,856093995,f17aff50-5505-11ec-ad8b-47b82af76283,spacesuit & co.,M,6067,2021-12-04,M,L,S,0.18,0.31,0.51,False,space_suit,168,62.0,,50.0,80.0,B,got_recommendation
885,467299378,e82b0e50-2949-11ec-9708-3d72086e4b94,spacesuit & co.,L,6726,2021-10-09,L,M,XL,0.14,0.27,0.55,False,space_suit,172,70.0,,27.0,80.0,D,close_application
886,640242538,c99031e0-3f1b-11ec-811b-2ba1fa4640f9,spacesuit & co.,L,5420,2021-11-06,L,M,XL,0.22,0.25,0.68,False,space_gloves,180.34,90.0,34.0,53.0,,,got_recommendation
887,761798632,c1b825d0-34c7-11ec-98f1-cd3865460637,spacesuit & co.,S,1520,2021-10-24,S,XS,M,0.11,0.23,0.42,False,space_suit,5’ 6”,125.0,,19.0,32.0,B,got_recommendation
888,786010850,77d290c0-6683-11ec-a997-e76a67c3b875,spacesuit & co.,M,3792,2021-12-26,M,L,S,0.28,0.36,0.59,False,space_gloves,187,75.0,32.0,40.0,,,got_recommendation
889,145775257,2e2eeec0-5056-11ec-a5ca-1d917344de59,spacesuit & co.,L,6910,2021-11-28,L,XL,M,0.23,0.3,0.6,False,space_suit,170,80.0,,22.0,90.0,D,close_application
890,437322541,3a3226e0-630e-11ec-9273-6d7d9d57704a,spacesuit & co.,L,5125,2021-12-22,L,M,XL,0.14,0.26,0.69,False,space_gloves,185,95.0,36.0,20.0,,,got_recommendation
891,527177462,fb6d19d0-631f-11ec-b0d1-5fd6de3793f2,spacesuit & co.,S,5652,2021-12-22,S,M,XS,0.15,0.29,0.47,False,space_socks,186,78.0,31.0,28.0,,,close_application
892,577006028,8998f680-221a-11ec-aad1-69e8868bc24f,spacesuit & co.,L,3472,2021-09-30,L,M,XL,0.42,0.56,0.83,False,space_suit,5’ 2”,145.0,,53.0,36.0,C,close_application
893,647605981,e3fecc00-34c9-11ec-ab24-87949b8527bd,spacesuit & co.,M,7490,2021-10-24,M,S,L,0.14,0.15,0.58,False,space_suit,5’ 11”,175.0,33.0,40.0,,,got_recommendation
894,813746682,ce70a4a0-55ab-11ec-80d3-854927cf4d00,spacesuit & co.,L,2305,2021-12-05,M,S,L,0.22,0.32,0.48,False,space_suit,176,80.0,32.0,51.0,,,close_application
895,214984219,d9a36180-4531-11ec-871f-d74d57470e1c,spacesuit & co.,M,1273,2021-11-14,M,L,S,0.17,0.35,0.44,False,space_underwear,185,86.0,32.0,39.0,,,close_application
896,614533739,bd442d50-4c96-11ec-ac61-4160529560ae,spacesuit & co.,S,6726,2021-11-23,XS,S,2XS,0.15,0.26,0.57,False,space_suit,167.64000000000001,54.0,,29.0,70.0,B,close_application
897,879867191,a804ef70-3534-11ec-930c-81776b9569dd,spacesuit & co.,S,6448,2021-10-25,S,M,XS,0.14,0.23,0.5,False,space_suit,171,66.0,25.0,17.0,,,close_application
898,679437748,18192200-5406-11ec-8f89-077249a78eb3,spacesuit & co.,S,7502,2021-12-03,S,M,XS,0.25,0.3,0.44,False,space_suit,5’ 4”,125.0,,45.0,30.0,F,close_application
899,291066619,94c3b2c0-2f5d-11ec-8211-6b07798ff545,spacesuit & co.,XL,2305,2021-10-17,M,L,S,0.16,0.35,0.43,False,space_suit,181,86.0,33.0,47.0,,,close_application
900,937159585,a1dd4720-521f-11ec-813d-87ce3e4038c1,spacesuit & co.,XL,4466,2021-11-30,2XL,XL,3XL,0.45,0.75,0.87,False,space_socks,160,95.0,,25.0,85.0,G,close_application
901,591682454,a1dc5920-2914-11ec-a908-8b15abb2483d,spacesuit & co.,S,5450,2021-10-09,S,XS,M,0.23,0.44,0.45,False,space_gloves,158,56.0,,30.0,75.0,C,got_recommendation
902,455642922,88a75f80-590d-11ec-8e5a-b79b173322b1,spacesuit & co.,XL,5455,2021-12-09,L,XL,M,0.26,0.3,0.61,False,space_suit,167,79.0,,28.0,85.0,D,got_recommendation
903,136044652,918908a0-4fb3-11ec-b260-7d605cf9daa0,spacesuit & co.,XS,1520,2021-11-27,2XS,XS,S,0.2,0.29,0.62,False,space_suit,5’ 2”,100.0,,27.0,34.0,B,close_application
904,501969554,a1f8c580-37e0-11ec-9009-352e4ea0eeb8,spacesuit & co.,M,5420,2021-10-28,S,XS,M,0.15,0.24,0.4,False,space_gloves,180,70.0,32.0,21.0,,,close_application
905,547638606,9559c1c0-49f7-11ec-a033-75eb08b45ae8,spacesuit & co.,L,1437,2021-11-20,M,L,S,0.15,0.29,0.46,False,space_suit,6’ 0”,196.0,33.0,24.0,,,close_application
906,154683085,fb822ea0-2fbd-11ec-8f43-cf5fb3fbe9cf,spacesuit & co.,S,6104,2021-10-18,XS,S,2XS,0.32,0.42,0.62,False,space_suit,168,57.0,33.0,30.0,,,close_application
907,900902793,8622e630-48b4-11ec-b34f-af66c5a9481f,spacesuit & co.,XL,1437,2021-11-19,L,M,XL,0.18,0.3,0.59,False,space_suit,185.42000000000002,90.0,34.0,35.0,,,close_application
908,403881649,4a856360-3116-11ec-acba-7dc7ade87966,spacesuit & co.,M,1273,2021-10-19,S,XS,M,0.14,0.3,0.36,False,space_underwear,5’ 8”,157.0,32.0,30.0,,,got_recommendation
909,445204055,fbe1a690-1a2e-11ec-bef3-bba2ced78418,spacesuit & co.,L,5420,2021-09-20,L,M,XL,0.28,0.36,0.61,False,space_gloves,178,88.0,36.0,44.0,,,got_recommendation
910,134742352,9a5aab90-3a79-11ec-99ea-9d2be8bf0f53,spacesuit & co.,L,6222,2021-10-31,L,XL,M,0.22,0.48,0.53,False,space_suit,180,80.0,34.0,24.0,,,close_application
911,822176200,dae8a980-39fe-11ec-875f-713e7125ce0f,spacesuit & co.,S,6283,2021-10-31,,,,,,,True,space_gloves,172.72,55.0,37.0,19.0,,,close_application
912,192439201,be5f4ef0-4f83-11ec-9098-2b6c9ca9731f,spacesuit & co.,XS,6448,2021-11-28,L,M,XL,0.23,0.28,0.61,False,space_suit,175,74.0,36.0,23.0,,,close_application
913,279836451,1ba10e10-36ab-11ec-8cae-97b54dbaa060,spacesuit & co.,L,5928,2021-10-26,M,S,L,0.06,0.41,0.47,False,space_suit,5’ 2”,130.0,,50.0,36.0,C,close_application
914,674024379,8fe06990-3608-11ec-8383-65d3fa52ec16,spacesuit & co.,S,5652,2021-10-26,S,M,XS,0.37,0.43,0.5,False,space_gloves,5’ 5”,155.0,31.0,45.0,,,got_recommendation
915,917072535,befaa9f0-372c-11ec-bbfb-e792fc753bb7,spacesuit & co.,M,5463,2021-10-27,M,L,S,0.27,0.34,0.58,False,space_suit,190,92.0,34.0,28.0,,,close_application
916,410940652,953216b0-4ef3-11ec-98b2-6d6ab7a26928,spacesuit & co.,XL,2305,2021-11-26,L,XL,M,0.33,0.5,0.56,False,space_suit,172,94.0,36.0,43.0,,,close_application
917,892914389,c7be27b0-2124-11ec-871e-6500ab259791,spacesuit & co.,S,6067,2021-10-01,S,XS,M,0.13,0.35,0.42,False,space_suit,5’ 3”,115.0,,22.0,36.0,A,got_recommendation
918,688729496,452d9200-417b-11ec-9f65-c16f1b2c7bb9,spacesuit & co.,XL,2941,2021-11-19,XL,L,2XL,0.22,0.31,0.93,False,space_suit,191,110.0,34.0,34.0,,,got_recommendation
919,310877777,2aaf4bd0-3cf8-11ec-b50a-31df838384f2,spacesuit & co.,M,1273,2021-11-03,M,L,S,0.38,0.54,0.58,False,space_underwear,5’ 10”,180.0,40.0,20.0,,,close_application
920,660621880,ce9f9490-6177-11ec-b49a-d9386f489d98,spacesuit & co.,M,1273,2021-12-20,M,L,S,0.22,0.26,0.52,False,space_underwear,178,89.0,32.0,38.0,,,close_application
921,179953098,2669f3a0-2e97-11ec-a26d-a708ce7c1389,spacesuit & co.,M,1520,2021-10-16,M,L,S,0.17,0.29,0.48,False,space_suit,172,72.0,,18.0,75.0,B,close_application
922,957902987,6e7992c0-180f-11ec-bf7e-15ddf96845e9,spacesuit & co.,S,2941,2021-10-06,XS,2XS,S,0.1,0.26,0.45,False,space_suit,173,62.0,31.0,14.0,,,close_application
923,151988031,a998ec80-49e6-11ec-8b90-35cd56ff1cbd,spacesuit & co.,S,1520,2021-11-20,M,S,L,0.15,0.29,0.6,False,space_suit,165,63.0,,23.0,75.0,C,close_application
924,309728510,cc4a9c80-1d25-11ec-82a1-1bfe9776e782,spacesuit & co.,XL,9565,2021-10-23,XL,L,2XL,0.28,0.43,0.79,False,space_suit,5’ 9”,235.0,36.0,42.0,,,close_application
925,954664401,03e4dd00-2612-11ec-9d1f-a33ac977f701,spacesuit & co.,XL,6448,2021-10-05,2XL,XL,L,0.3,0.43,0.93,False,space_suit,6’ 0”,230.0,36.0,36.0,,,got_recommendation
926,397072746,d4546f70-5928-11ec-adbe-e7e6c3e18ab1,spacesuit & co.,XS,2941,2021-12-09,,,,,,,True,space_suit,165,124.0,28.0,17.0,,,close_application
927,714200469,3a0f39b0-2933-11ec-96c7-07bdfeac37fb,spacesuit & co.,L,3550,2021-10-09,L,M,XL,0.26,0.41,0.49,False,space_socks,5’ 10”,215.0,38.0,46.0,,,got_recommendation
928,743016568,919a9fb0-4e51-11ec-88f6-8d23a18fa9ad,spacesuit & co.,XS,4466,2021-11-26,2XS,XS,S,0.17,0.31,0.63,False,space_socks,160,43.0,,27.0,70.0,C,got_recommendation
929,345970061,2ae77890-3fc6-11ec-a8d5-95ed1ab6d034,spacesuit & co.,M,5652,2021-11-07,,,,,,,True,space_gloves,180,80.0,50.0,30.0,,,close_application
930,589405710,a3c048f0-31a7-11ec-95ec-eb8221ec524c,spacesuit & co.,L,9899,2021-10-20,L,XL,M,0.3,0.3,0.68,False,space_suit,5’ 9”,190.0,32.0,25.0,,,got_recommendation
931,878414490,f23e2d70-3054-11ec-875b-af8df3702b89,spacesuit & co.,XS,5463,2021-10-23,XS,2XS,S,0.17,0.21,0.42,False,space_suit,178,62.0,29.0,32.0,,,close_application
932,516700975,892f8190-17ee-11ec-b132-a7308f024c33,spacesuit & co.,M,4407,2021-09-17,M,S,L,0.25,0.39,0.6,False,space_gloves,5’ 4”,135.0,,40.0,30.0,F,close_application
933,692815451,7095bb10-4d0c-11ec-b3c0-1d4725d85079,spacesuit & co.,M,3854,2021-11-24,L,M,XL,0.15,0.45,0.5,False,space_gloves,165.1,67.0,,40.0,70.0,C,close_application
934,709140777,c3c95480-1829-11ec-b4dd-49d6d273398f,spacesuit & co.,XS,8616,2021-09-18,XS,S,2XS,0.11,0.31,0.43,False,space_suit,5’ 5”,120.0,28.0,18.0,,,close_application
935,792124777,fc568e30-2e13-11ec-9058-c1c47ec892fc,spacesuit & co.,L,9524,2021-10-16,M,S,L,0.43,0.55,0.68,False,space_helmet,5’ 1”,135.0,,33.0,36.0,B,close_application
936,389518777,f5ef9f70-493c-11ec-95ab-df8219f15d6c,spacesuit & co.,2XL,6910,2021-11-19,3XL,2XL,XL,0.69,0.75,1.22,False,space_suit,160,115.0,,19.0,85.0,B,close_application
937,789668679,105742e0-4d1c-11ec-b095-4f286c855bc5,spacesuit & co.,2XL,5125,2021-11-24,L,XL,M,0.23,0.31,0.63,False,space_gloves,6’ 3”,238.0,38.0,16.0,,,close_application
938,132986672,ce288fa0-6634-11ec-b4fb-ede6bf13e550,spacesuit & co.,2XL,3015,2021-12-26,3XL,2XL,XL,0.65,0.66,1.15,False,space_gloves,160,101.0,,47.0,90.0,E,got_recommendation
939,449593689,863780c0-2eb7-11ec-b06b-d77feac8f721,spacesuit & co.,S,9700,2021-10-16,S,M,XS,0.14,0.32,0.46,False,space_socks,5’ 4”,120.0,,29.0,34.0,C,close_application
940,774793423,36a38630-3a6f-11ec-912c-0720fcaadcca,spacesuit & co.,XS,6283,2021-10-31,2XS,XS,S,0.29,0.34,0.66,False,space_gloves,5’ 2”,128.0,28.0,30.0,,,close_application
941,394311156,f62caee0-3016-11ec-b0e2-45c5bc884542,spacesuit & co.,S,6726,2021-10-18,XS,S,2XS,0.15,0.41,0.55,False,space_suit,5’ 8”,120.0,,27.0,32.0,A,close_application
942,188807819,2226ec90-5835-11ec-bde8-270c2e0ddadc,spacesuit & co.,L,5062,2021-12-08,L,XL,M,0.09,0.41,0.54,False,space_suit,185,86.0,34.0,22.0,,,got_recommendation
943,127166802,fc4220e0-25c5-11ec-a2bc-9d6cab06d8a5,spacesuit & co.,L,8616,2021-10-05,L,XL,M,0.26,0.34,0.62,False,space_suit,178,85.0,32.0,31.0,,,close_application
944,177664467,1c527f50-1794-11ec-9723-0f3f4daa5c3e,spacesuit & co.,L,1417,2021-09-17,L,XL,M,0.17,0.38,0.62,False,space_gloves,183,86.0,34.0,49.0,,,close_application
945,129769745,763c83a0-3d53-11ec-b3ac-c10cef7bcd2b,spacesuit & co.,S,6283,2021-11-04,S,M,XS,0.5,0.6,0.68,False,space_gloves,167,70.0,38.0,22.0,,,close_application
946,124609072,1c625ee0-3411-11ec-b957-592b780b0e69,spacesuit & co.,3XL,5463,2021-10-23,2XL,XL,3XL,0.33,0.46,0.85,False,space_suit,5’ 11”,289.0,40.0,31.0,,,close_application
947,686789500,954429d0-22da-11ec-bf8f-c168d14410b1,spacesuit & co.,S,5450,2021-10-01,S,XS,M,0.06,0.29,0.36,False,space_gloves,5’ 7”,126.0,,49.0,34.0,B,close_application
948,559545235,ea62c620-506a-11ec-8b54-9f37f20ca4db,spacesuit & co.,S,2305,2021-11-28,S,XS,M,0.21,0.24,0.44,False,space_suit,173,68.0,30.0,47.0,,,close_application
949,555798160,4f048100-236f-11ec-a0e7-ffceade6aab8,spacesuit & co.,S,8616,2021-10-08,S,XS,M,0.18,0.41,0.41,False,space_suit,167,60.0,28.0,25.0,,,got_recommendation
950,839670863,38a5af40-4bbc-11ec-a2d0-f5f43dc11b23,spacesuit & co.,S,3740,2021-11-22,S,XS,M,0.39,0.4,0.46,False,space_suit,170,56.0,,22.0,75.0,A,close_application
951,938267941,a59879e0-583f-11ec-85b9-fd842c8a121e,spacesuit & co.,XL,2941,2021-12-08,XL,2XL,L,0.31,0.5,0.74,False,space_suit,185,120.0,38.0,40.0,,,close_application
952,425162705,044d6a70-6008-11ec-bd2a-d7d491f84ca2,spacesuit & co.,M,8705,2021-12-18,S,M,XS,0.18,0.38,0.4,False,space_suit,160.02,57.0,,28.0,70.0,C,close_application
953,714194107,fc69ffd0-1da4-11ec-b090-c1b4fbe2d477,spacesuit & co.,S,3740,2021-09-25,S,XS,M,0.35,0.36,0.44,False,space_suit,5’ 5”,115.0,,22.0,30.0,G,close_application
954,728295398,ba925520-346b-11ec-bb95-359be3f05768,spacesuit & co.,M,1273,2021-10-24,M,P,G,0.08,0.32,0.47,False,space_underwear,5’ 11”,180.0,34.0,35.0,,,close_application
955,186993905,ac220060-678a-11ec-b3a4-eb8242cd06db,spacesuit & co.,XS,6839,2021-12-28,XS,2XS,S,0.16,0.18,0.47,False,space_suit,168,63.0,28.0,22.0,,,got_recommendation
956,928107534,737bbc40-1e62-11ec-846c-c3b2b40d7f13,spacesuit & co.,XS,8681,2021-09-26,XS,S,2XS,0.1,0.31,0.34,False,space_underwear,5’ 7”,110.0,,16.0,32.0,A,got_recommendation
957,833615106,1f8fd2b0-50fd-11ec-a433-59dc8ac8eba2,spacesuit & co.,M,8008,2021-11-29,M,S,L,0.2,0.24,0.64,False,space_helmet,165,62.0,,58.0,70.0,A,close_application
958,752474645,3b02d060-3316-11ec-a712-ef153b637921,spacesuit & co.,M,6067,2021-10-27,M,S,L,0.14,0.25,0.52,False,space_suit,5’ 3”,125.0,,32.0,34.0,C,got_recommendation
959,708309108,7d5df140-4ef7-11ec-bc67-7ba69ba00249,spacesuit & co.,M,7490,2021-11-26,XS,S,2XS,0.05,0.25,0.36,False,space_suit,175.26,70.0,30.0,20.0,,,close_application
960,971071078,90e5d540-577e-11ec-b6b2-93dff43e0a36,spacesuit & co.,XS,1384,2021-12-07,XS,S,2XS,0.19,0.26,0.41,False,space_suit,167.64000000000001,69.0,31.0,19.0,,,close_application
961,124085640,19d37570-5143-11ec-bfca-6fd9b2c4d9d2,spacesuit & co.,S,6484,2021-11-29,S,XS,M,0.24,0.27,0.54,False,space_suit,168,70.0,30.0,43.0,,,close_application
962,614331073,5a5d2ad0-6978-11ec-9e2d-35b65a296c58,spacesuit & co.,XL,7787,2021-12-30,XL,L,2XL,0.28,0.44,0.75,False,space_suit,5’ 6”,181.0,,38.0,34.0,J,close_application
963,718660577,0aff9f30-4962-11ec-a862-61f8c08a248d,spacesuit & co.,S,1520,2021-11-19,S,M,XS,0.13,0.31,0.34,False,space_suit,165,59.0,,30.0,70.0,D,close_application
964,610176285,b52c5cb0-2544-11ec-838a-adce6d4af1bf,spacesuit & co.,S,2905,2021-10-04,S,M,XS,0.08,0.25,0.4,False,space_suit,181,61.0,,17.0,75.0,D,close_application
965,745574779,51bd8760-3fc7-11ec-a94a-f3a11ec00c5e,spacesuit & co.,XS,5463,2021-11-07,XS,2XS,S,0.1,0.31,0.37,False,space_suit,167.74,64.0,30.0,26.0,,,close_application
966,772203912,39832630-2abb-11ec-ae91-03a71a359170,spacesuit & co.,S,3472,2021-10-11,M,S,L,0.17,0.31,0.59,False,space_suit,5’ 5”,139.0,,30.0,34.0,D,close_application
967,354219924,f615b430-5bf7-11ec-bc83-9587110b03f5,spacesuit & co.,L,6910,2021-12-13,M,S,L,0.13,0.19,0.57,False,space_suit,5’ 7”,140.0,,21.0,34.0,D,got_recommendation
968,716583658,0fc38030-5755-11ec-a60b-e7cf051393f3,spacesuit & co.,L,1273,2021-12-09,L,M,XL,0.22,0.44,0.5,False,space_underwear,190,95.0,36.0,56.0,,,close_application
969,466514082,3b07e3e0-56cd-11ec-b7e4-114159ffabac,spacesuit & co.,XS,2941,2021-12-06,2XS,XS,S,0.14,0.39,0.74,False,space_suit,160,55.0,29.0,13.0,,,close_application
970,944999489,5c4a2520-4586-11ec-9894-bdf16a98803a,spacesuit & co.,M,6104,2021-11-27,XS,S,2XS,0.12,0.34,0.42,False,space_suit,177.8,62.0,25.0,22.0,,,close_application
971,170319467,49555b90-668f-11ec-b45e-cb366e15c0cb,spacesuit & co.,XL,4100,2021-12-27,XL,2XL,L,0.39,0.61,0.69,False,space_helmet,5’ 6”,250.0,36.0,56.0,,,close_application
972,780991880,12449580-3787-11ec-b770-ffa5d47c8321,spacesuit & co.,S,1906,2021-10-28,S,XS,M,0.18,0.35,0.36,False,space_suit,5’ 7”,165.0,32.0,27.0,,,got_recommendation
973,669614942,9c147230-4f01-11ec-b375-8d913ca91aad,spacesuit & co.,S,6039,2021-11-27,S,M,XS,0.15,0.22,0.52,False,space_suit,181,78.0,30.0,19.0,,,got_recommendation
974,700507177,175a2930-5060-11ec-9105-87c5e7cf3674,spacesuit & co.,XS,5928,2021-11-28,XS,S,2XS,0.18,0.18,0.53,False,space_suit,5’ 2”,110.0,,19.0,34.0,C,got_recommendation
975,561617818,9c45d810-196f-11ec-a7b8-c5406175cb6e,spacesuit & co.,XS,3037,2021-09-19,XS,2XS,S,0.29,0.51,0.58,False,space_suit,5’ 7”,100.0,,23.0,30.0,A,close_application
976,336658037,b59720e0-22dd-11ec-8d4d-1ba08d419018,spacesuit & co.,M,1273,2021-10-15,M,S,L,0.12,0.38,0.4,False,space_underwear,180,85.0,34.0,48.0,,,close_application
977,893834217,45253b20-2680-11ec-83ae-839f6f1b430f,spacesuit & co.,M,6312,2021-10-06,XL,2XL,L,0.63,0.63,0.83,False,space_suit,165,90.0,45.0,20.0,,,got_recommendation
978,616492822,e2cc7240-4fbf-11ec-9377-313cf164fd5f,spacesuit & co.,M,3676,2021-12-01,M,L,S,0.17,0.35,0.48,False,space_suit,5’ 7”,143.0,,43.0,34.0,C,got_recommendation
979,316912966,ae3ad6d0-345c-11ec-afd2-dbb3e6bef440,spacesuit & co.,2XL,8616,2021-10-24,2XL,XL,L,0.43,0.52,0.81,False,space_suit,5’ 5”,211.0,40.0,29.0,,,close_application
980,433874492,e6a97d00-487a-11ec-843f-2df940548627,spacesuit & co.,M,1520,2021-12-18,M,L,S,0.53,0.55,0.69,False,space_suit,156,63.0,,43.0,85.0,B,got_recommendation
981,596532716,76edc3c0-3a49-11ec-b96e-e9bfa8211856,spacesuit & co.,S,1273,2021-10-31,2XS,XS,S,0.1,0.28,0.59,False,space_underwear,175.26,57.0,30.0,21.0,,,close_application
982,555614722,16a73150-522b-11ec-9bce-c578b4d7f94f,spacesuit & co.,XS,1273,2021-11-30,XS,S,2XS,0.12,0.2,0.44,False,space_underwear,175,69.0,30.0,29.0,,,close_application
983,147758885,65aeaf70-1d57-11ec-aae1-1d39b84d9324,spacesuit & co.,M,8616,2021-09-24,,,,,,,True,space_suit,180,75.0,25.0,24.0,,,close_application
984,557989656,02479d70-2a54-11ec-aef8-5b15d1ca788e,spacesuit & co.,M,6312,2021-10-11,M,L,S,0.31,0.31,0.62,False,space_suit,180,80.0,36.0,40.0,,,close_application
985,559830371,5319daa0-5421-11ec-98d0-0503edbe8e94,spacesuit & co.,XL,2316,2021-12-03,M,S,L,0.17,0.25,0.63,False,space_suit,157,60.0,,60.0,65.0,A,close_application
986,824067577,696bca80-5dad-11ec-bd2f-7732ea7e3e75,spacesuit & co.,XS,7787,2021-12-15,S,XS,M,0.27,0.39,0.42,False,space_suit,5’ 3”,119.0,,46.0,34.0,B,close_application
987,554376827,100057c0-1ce1-11ec-b8b9-29cc7c431c80,spacesuit & co.,L,1273,2021-09-24,L,M,XL,0.38,0.52,0.66,False,space_underwear,5’ 7”,195.0,35.0,63.0,,,close_application
988,152590151,b6ae74b0-2d9b-11ec-ad51-7303488991ff,spacesuit & co.,M,3893,2021-10-15,M,S,L,0.16,0.27,0.51,False,space_underwear,5’ 8”,139.0,,47.0,34.0,A,got_recommendation
989,668235574,c5197330-3aaf-11ec-bf26-cf4413e3a0e8,spacesuit & co.,2XL,2941,2021-11-01,,,,,,,True,space_suit,5’ 0”,160.0,41.0,50.0,,,close_application
990,362608263,92d6f0d0-5131-11ec-918a-5f0a54782983,spacesuit & co.,S,3854,2021-11-29,S,XS,M,0.24,0.3,0.52,False,space_gloves,165.1,50.0,,35.0,65.0,C,got_recommendation
991,254932825,19e67900-2906-11ec-a062-85f60cd2f7fd,spacesuit & co.,M,9524,2021-10-09,M,L,S,0.24,0.26,0.52,False,space_helmet,5’ 7”,155.0,,33.0,36.0,C,got_recommendation
992,411358142,bcfd10a0-5867-11ec-82f3-336fc31839ac,spacesuit & co.,M,7061,2021-12-11,M,S,L,0.18,0.19,0.6,False,space_socks,5’ 9”,132.0,,53.0,34.0,D,close_application
993,668537624,d7238b70-2848-11ec-8630-f764ef47a8e2,spacesuit & co.,S,5463,2021-10-08,XS,2XS,S,0.16,0.17,0.46,False,space_suit,175,61.0,30.0,22.0,,,got_recommendation
994,754720753,57f82000-58d5-11ec-80a7-5579b4da9a7a,spacesuit & co.,XL,1437,2021-12-10,L,M,XL,0.25,0.53,0.55,False,space_suit,193,94.0,34.0,41.0,,,got_recommendation
995,830489023,6c27a960-60d2-11ec-9489-2783b04e4f7b,spacesuit & co.,M,9565,2021-12-19,XS,S,2XS,0.15,0.28,0.36,False,space_suit,5’ 10”,140.0,31.0,28.0,,,close_application
996,223719164,80241af0-5d41-11ec-8ee2-011e321e2637,spacesuit & co.,M,5450,2021-12-15,S,XS,M,0.25,0.39,0.5,False,space_gloves,158,55.0,,21.0,80.0,C,close_application
997,810234375,8a19c930-3ada-11ec-b54b-ad07d0f48a58,spacesuit & co.,M,6104,2021-11-01,,,,,,,True,space_suit,175.26,75.0,175.0,50.0,,,close_application
998,720880282,29024090-515b-11ec-835e-cbad0e37f01d,spacesuit & co.,S,7502,2021-11-29,M,S,L,0.37,0.48,0.57,False,space_suit,5’ 3”,132.0,,47.0,36.0,G,got_recommendation
999,951574640,fbc111b0-4de0-11ec-a881-19661403e3e3,spacesuit & co.,M,6222,2021-11-25,M,L,S,0.16,0.29,0.52,False,space_suit,172,72.0,28.0,23.0,,,close_application
1000,646352632,4d3026b0-673d-11ec-a10a-a3eca8ddcb26,spacesuit & co.,M,1101,2021-12-27,M,S,L,0.23,0.37,0.47,False,space_gloves,5’ 5”,137.0,,67.0,34.0,DD,got_recommendation
1001,856026989,ebf33840-1fe5-11ec-a820-d93cb198a489,spacesuit & co.,S,6104,2021-10-20,S,XS,M,0.34,0.36,0.71,False,space_suit,167,64.0,30.0,21.0,,,close_application
1002,524451119,bcb6b7f0-1770-11ec-b13a-4fbf12b8d02b,spacesuit & co.,2XL,6910,2021-09-17,2XL,3XL,XL,0.45,0.75,0.91,False,space_suit,5’ 4”,220.0,,27.0,40.0,G,got_recommendation
1003,585488305,b0977510-61ba-11ec-a430-ade06164c2e7,spacesuit & co.,M,2941,2021-12-20,M,S,L,0.11,0.26,0.62,False,space_suit,6’ 2”,180.0,34.0,36.0,,,close_application
1004,810864661,02ff91e0-5d90-11ec-a9d5-3df757f2f8b3,spacesuit & co.,S,6924,2021-12-21,S,M,XS,0.26,0.45,0.63,False,space_suit,174,58.0,,28.0,75.0,B,close_application
1005,478057032,31eb0da0-5e52-11ec-aa9b-251706b1b69d,spacesuit & co.,M,3472,2021-12-16,M,S,L,0.16,0.28,0.6,False,space_suit,5’ 5”,139.0,,21.0,34.0,D,close_application
1006,113927677,3f88fe40-5885-11ec-afeb-4bd95141ae06,spacesuit & co.,L,6448,2021-12-09,M,S,L,0.53,0.69,0.72,False,space_suit,191,72.0,32.0,23.0,,,close_application
1007,474702442,9788c5b0-309b-11ec-8685-11540eb1d29f,spacesuit & co.,M,2305,2021-10-19,M,L,S,0.11,0.37,0.41,False,space_suit,5’ 11”,190.0,34.0,31.0,,,close_application
1008,762974953,25b66210-52e9-11ec-b938-ff2c6cad4ab7,spacesuit & co.,M,2941,2021-12-01,M,L,S,0.26,0.27,0.62,False,space_suit,192,95.0,34.0,31.0,,,got_recommendation
1009,178306472,f25b4930-5531-11ec-bd8a-a5299eea0e99,spacesuit & co.,L,7554,2021-12-04,M,L,S,0.15,0.31,0.46,False,space_gloves,175,70.0,,18.0,85.0,D,close_application
